[08-08-18 17:37:09.239] MPU_ypr: 	0.40	-0.14	11.23
[08-08-18 17:37:09.239] LSM_raw: 	-0.55	-0.34	9.82	-0.15	-0.03	2.26	9.93	7.96	14.33
[08-08-18 17:37:09.239] MPU_raw: 	-0.00	0.11	9.56	0.01	-0.00	-0.02	17.40	20.10	-16.80
[08-08-18 17:37:09.239] MPU_ypr: 	0.40	-0.13	11.22
[08-08-18 17:37:09.239] LSM_raw: 	-0.60	-0.32	9.81	0.88	-0.77	2.64	9.96	7.81	14.49
[08-08-18 17:37:09.239] MPU_raw: 	0.00	0.08	9.45	0.01	-0.00	-0.01	17.40	20.10	-16.80
[08-08-18 17:37:09.239] MPU_ypr: 	0.40	-0.12	11.23
[08-08-18 17:37:09.239] LSM_raw: 	-0.59	-0.35	9.72	0.22	1.11	2.59	9.92	7.84	14.34
[08-08-18 17:37:09.239] MPU_raw: 	0.05	0.06	9.50	0.01	-0.01	-0.01	16.80	19.50	-18.00
[08-08-18 17:37:09.239] MPU_ypr: 	0.40	-0.12	11.24
[08-08-18 17:37:09.239] LSM_raw: 	-0.62	-0.30	9.76	0.34	0.19	2.76	9.80	7.84	14.31
[08-08-18 17:37:09.239] MPU_raw: 	0.03	0.05	9.58	0.01	-0.02	-0.02	16.80	19.50	-18.00
[08-08-18 17:37:09.239] MPU_ypr: 	0.39	-0.13	11.24
[08-08-18 17:37:09.239] LSM_raw: 	-0.62	-0.30	9.81	0.54	1.18	2.26	10.02	7.84	14.40
[08-08-18 17:37:09.368] MPU_raw: 	0.05	0.06	9.50	0.01	-0.02	-0.02	16.80	19.50	-18.00
[08-08-18 17:37:09.368] MPU_ypr: 	0.39	-0.14	11.24
[08-08-18 17:37:09.368] LSM_raw: 	-0.60	-0.28	9.76	0.95	0.26	3.24	9.99	7.88	14.33
[08-08-18 17:37:09.368] MPU_raw: 	0.06	0.05	9.46	0.01	-0.01	-0.01	16.80	19.50	-18.00
[08-08-18 17:37:09.368] MPU_ypr: 	0.38	-0.15	11.25
[08-08-18 17:37:09.368] LSM_raw: 	-0.61	-0.32	9.71	-0.46	-0.01	3.12	10.08	7.84	14.89
[08-08-18 17:37:09.368] MPU_raw: 	0.03	0.10	9.48	0.02	-0.01	-0.00	16.80	19.50	-18.00
[08-08-18 17:37:09.368] MPU_ypr: 	0.38	-0.15	11.26
[08-08-18 17:37:09.368] LSM_raw: 	-0.62	-0.34	9.71	-0.62	-0.03	4.55	9.99	7.72	14.23
[08-08-18 17:37:09.368] MPU_raw: 	0.02	0.11	9.47	0.02	-0.01	0.01	16.80	19.50	-18.00
[08-08-18 17:37:09.368] MPU_ypr: 	0.39	-0.15	11.29
[08-08-18 17:37:09.368] LSM_raw: 	-0.60	-0.33	9.69	-0.38	0.94	3.96	9.95	7.87	14.49
[08-08-18 17:37:09.368] MPU_raw: 	-0.04	0.09	9.47	0.01	-0.02	0.01	16.80	19.50	-18.00
[08-08-18 17:37:09.368] MPU_ypr: 	0.40	-0.15	11.32
[08-08-18 17:37:09.368] LSM_raw: 	-0.58	-0.32	9.79	1.38	0.75	4.12	9.95	7.87	14.49
[08-08-18 17:37:09.368] MPU_raw: 	0.01	0.09	9.57	0.01	-0.02	0.02	16.80	19.50	-18.00
[08-08-18 17:37:09.368] MPU_ypr: 	0.39	-0.17	11.36
